enrolldt,price,downpmt,monthdue,pmttype,use,age,gender,default
20190806,738.1416,84,4.25,Cash,0,21,1,0
20190807,377.16,15.96,4,Cash,4,21,0,0
20190807,780.36,84,14,DirectDebit,1,21,0,0
20190807,595.56,4.2,4,CreditCard,6,21,0,0
20190810,553.56,42,6,CreditCard,0,21,0,0
20190811,536.76,16.8,3,Cash,4,21,0,0
20190811,385.5852,33.6,38,Cash,0,21,0,0
20190812,741.6276,25.2,4.26,Cash,1,21,0,1
20190812,864.36,15.96,4,Cash,1,21,1,1
20190813,822.36,42,4,Cash,1,21,1,0
20190814,708.3468,42,4,CreditCard,1,21,0,0
20190814,636.8544,84,4,Cash,3,21,0,0
20190819,864.36,16.8,4,Cash,1,21,0,1
20190819,377.16,15.96,4,Cash,0,21,1,1
20190820,864.36,15.96,4,Cash,1,21,1,1
20190821,682.92,63,18,CreditCard,3,21,0,0
20190821,392.2464,15.96,4,Cash,1,21,0,0
20190823,377.16,16.8,4,Cash,0,21,0,0
20190824,738.36,42,12,Cheque,0,21,0,0
20190825,713.16,16.8,4,Cash,0,21,1,1
20190825,408.2736,21,4,CreditCard,8,21,0,0
20190826,644.6916,16.8,4.33,Cash,0,21,0,1
20190827,839.16,29.4,4,Cash,0,21,0,1
20190827,377.16,15.96,4,Cheque,7,21,1,0
20190828,377.16,15.96,4,CreditCard,1,21,0,0
20190828,822.36,42,6,Cash,0,21,0,0
20190829,960.5148,42,5.5,Cash,0,21,0,1
20190830,1523.9868,147,3,DirectDebit,1,21,0,0
20190830,439.32,219.66,5.5,Cash,0,21,0,0
20190902,696.36,42,6,DirectDebit,3,21,1,0
20190903,647.64,105,8.5,CreditCard,4,21,1,0
20190904,939.96,84,6.5,DirectDebit,0,21,0,0
20190904,423.36,423.36,8,Cash,1,21,1,0
20190905,755.16,42,4,DirectDebit,1,21,1,0
20190906,1115.52,231,5.5,CreditCard,3,21,0,0
20190906,990.36,0.84,5.5,Cash,1,21,0,0
20190909,797.16,42,2.75,Cash,0,21,1,0
20190910,822.36,12.6,5.5,Cash,1,21,1,0
20190910,721.56,4.2,5.5,Cheque,3,21,0,0
20190910,1006.32,42,2.75,CreditCard,5,21,1,0
20190912,906.36,126,10,CreditCard,1,21,0,0
20190917,738.36,126,5.5,DirectDebit,0,21,1,0
20190917,390.9612,63,14,Cash,5,21,1,0
20190919,503.16,84,4,Cash,0,21,0,0
20190919,738.36,84,8.5,CreditCard,0,21,0,0
20190919,812.5152,63,5.5,Cash,0,21,0,0
20190921,1006.32,42,2.75,CreditCard,1,21,0,0
20190922,1071.1596,42,5.5,Cheque,1,21,0,0
20190923,780.36,42,5.5,Cash,1,21,1,0
20190923,706.7424,42,5.5,Cash,3,21,1,0
20190924,797.16,42,2.75,Cash,0,21,1,1
20190925,125.16,125.16,8,CreditCard,3,21,1,0
20190926,839.16,4.2,2.75,DirectDebit,0,21,0,1
20190926,491.1396,21,24,CreditCard,0,21,0,0
20190926,763.56,126,8,CreditCard,6,21,1,0
20190927,390.9612,84,14,CreditCard,4,21,1,0
20190928,797.16,42,2.75,CreditCard,0,21,0,0
20190928,965.2776,126.84,5.5,Cash,0,21,1,0
20190928,721.56,26.88,2.75,Cash,3,21,1,0
20190929,759.36,63,8.5,DirectDebit,0,21,1,0
20190930,906.36,126,5.5,CreditCard,5,21,1,0
20191002,942.6144,126,5.5,Cash,1,21,0,0
20191004,780.36,42,2.75,Cheque,5,21,0,0
20191004,503.16,4.2,5.5,Cash,0,21,0,0
20191007,533.3496,0.84,4.25,CreditCard,0,21,0,0
20191007,780.36,42,5.5,Cash,1,21,0,0
20191008,539.6412,4.2,5.5,Cash,4,21,0,0
20191009,749.4396,84,5.5,CreditCard,5,21,1,0
20191010,1464.8676,210,5.9,DirectDebit,0,21,0,1
20191011,948.36,42,5.5,Cash,0,21,0,1
20191011,330.96,330.96,9,Cash,3,21,1,0
20191012,780.36,42,5.5,Cheque,0,21,0,0
20191014,797.16,42,17,Cash,0,21,1,1
20191015,879.9252,4.2,5.89,CreditCard,0,21,0,1
20191015,656.04,252,9,CreditCard,6,21,1,0
20191015,1181.88,84,17,Cheque,1,21,1,0
20191016,705.8436,42,7,Cash,5,21,1,0
20191018,423.36,423.36,8,Cash,0,21,0,0
20191020,452.76,4.2,5,CreditCard,1,21,0,0
20191021,1170.12,63,3,CreditCard,0,21,0,0
20191021,503.16,4.2,5.5,CreditCard,1,21,1,0
20191022,1980.72,8.4,5.5,Cash,0,21,0,1
20191022,393.96,42,5,Cash,1,21,1,1
20191022,1067.1192,210,5.5,Cash,0,21,1,1
20191022,755.16,84,5.5,CreditCard,0,21,1,0
20191023,503.16,84,5.5,DirectDebit,3,21,0,0
20191024,965.2776,168,5.86,DirectDebit,0,21,1,1
20191025,890.2068,4.2,5.96,Cash,0,21,0,1
20191028,902.3196,42,5.5,Cash,0,21,0,0
20191028,1247.5008,210,6,DirectDebit,0,21,0,0
20191029,1410.7884,252,5.5,Cash,0,21,0,0
20191029,1029.9744,42,5.5,Cash,3,21,1,0
20191030,976.6092,976.6092,6,Cash,3,21,0,0
20191031,948.36,42,11,Cash,0,21,1,1
20191101,948.36,50.4,6,CreditCard,1,21,0,0
20191101,1038.7356,63,17,DirectDebit,0,21,0,0
20191102,377.16,21,4,Cash,1,21,0,0
20191103,377.16,15.96,21,CreditCard,1,21,1,0
20191103,671.16,671.16,6,Cash,2,21,0,0
20191104,1032.36,15.96,8,Cash,0,21,0,1
20191105,377.16,15.96,4,Cash,0,21,1,0
20191108,989.52,84,4,Cash,1,21,1,0
20191109,659.82,105,4,DirectDebit,0,21,1,0
20191111,435.4056,15.96,4.25,Cash,6,21,0,0
20191114,839.16,4.2,4,Cash,0,21,1,1
20191117,839.16,16.8,4,Cash,6,21,1,0
20191118,377.16,15.96,4,Cash,1,21,0,0
20191119,738.36,126,4,DirectDebit,1,21,0,0
20191121,439.5132,439.5132,7,Cash,6,21,1,0
20191122,755.16,84,4,Cash,0,21,0,0
20191123,964.32,231,4,CreditCard,0,21,0,0
20191124,403.5612,16.8,4,CreditCard,5,21,1,0
20191125,839.16,33.6,4,Cash,0,21,1,1
20191125,444.6456,222.3228,4,CreditCard,4,21,1,0
20191125,964.32,105,4,CreditCard,0,21,1,0
20191126,1054.7376,36.96,4,Cash,0,21,1,1
20191126,377.16,16.8,4,Cash,1,21,1,0
20191126,1173.48,84,4,CreditCard,1,21,1,0
20191127,777.4872,27.72,4.31,Cash,0,21,0,1
20191129,304.2732,84,7,CreditCard,1,21,0,0
20191201,377.16,21,4,Cash,0,21,1,1
20191201,948.36,34.44,4,Cash,0,21,0,0
20191202,390.9612,42,10.5,Cash,0,21,1,1
20191202,1219.1424,84,11,Cash,0,21,0,0
20191205,844.7376,42,4,Cheque,1,21,0,0
20191206,1048.4208,63,4.33,Cash,0,21,0,1
20191206,696.36,29.4,12,CreditCard,4,21,1,0
20191207,377.16,16.8,4,Cash,0,21,1,0
20191207,905.52,126,4,DirectDebit,3,21,0,0
20191208,293.16,16.8,3,Cash,0,21,1,1
20191208,1120.518,126,6,CreditCard,0,21,0,0
20191209,713.16,126,3,Cash,0,21,0,1
20191209,125.16,125.16,11,Cash,1,21,1,0
20191210,390.9612,84,14,Cheque,0,21,0,0
20191210,401.6796,21,4.25,DirectDebit,4,21,0,0
20191213,577.626,42,4,Cash,0,21,0,0
20191213,503.16,42,4,Cheque,0,21,1,0
20191214,423.36,42,5.5,CreditCard,1,21,0,0
20191215,905.52,42,4,DirectDebit,1,21,1,0
20191215,721.56,4.2,4,CreditCard,6,21,1,0
20191216,1766.8392,105,4,Cash,1,21,1,1
20191217,388.92,15.96,4.5,Cash,1,21,0,0
20191217,693.6216,84,4.25,Cash,0,21,1,0
20191218,1157.52,36.96,4,DirectDebit,0,21,1,0
20191218,776.16,63,12,DirectDebit,0,21,0,0
20191220,423.36,84,5.5,Cash,1,21,1,0
20191224,738.36,33.6,4,Cash,1,21,1,0
20191224,503.16,503.16,16.5,Cash,7,21,1,0
20191226,675.36,63,8.5,Cash,0,21,0,0
20191227,1099.7196,126,4,Cheque,0,21,1,0
20191228,532.0896,21,4,Cash,1,21,1,0
20191229,1039.92,126,11,CreditCard,0,21,0,0
20191229,503.16,21,8.5,Cash,0,21,0,0
20191229,754.32,31.92,4,Cash,1,21,1,0
20191230,1856.2992,210,4,Cash,1,21,0,0
20191230,423.36,84,5.5,DirectDebit,1,21,0,0
20191230,864.36,126,4,CreditCard,1,21,0,0
20200102,1039.92,126,11,Cash,0,21,0,0
20200103,738.36,84,8.5,DirectDebit,1,21,1,0
20200105,960.7416,210,11,CreditCard,1,21,1,0
20200105,1201.9728,84,6,Cheque,0,21,1,0
20200106,1007.16,8.4,10,CreditCard,0,21,1,1
20200106,772.044,210,9,Cash,0,21,1,0
20200108,782.6616,84,5.5,Cash,1,21,1,1
20200108,755.16,84,5.5,DirectDebit,3,21,0,0
20200109,948.36,42,6,DirectDebit,1,21,0,0
20200111,503.16,4.2,5.5,CreditCard,1,21,1,0
20200111,776.16,63,17,Cheque,0,21,1,0
20200114,871.7016,4.2,5.5,Cash,3,21,0,1
20200114,503.16,21,5.5,Cash,1,21,0,1
20200114,637.56,84,5.5,DirectDebit,1,21,0,0
20200114,1208.886,126,5.83,CreditCard,0,21,0,0
20200115,721.56,29.4,8.5,Cash,0,21,0,0
20200115,544.6728,29.4,5.5,CreditCard,0,21,0,0
20200116,990.36,126,6,CreditCard,1,21,1,0
20200116,980.6832,63,7.06,CreditCard,0,21,0,0
20200116,755.16,126,5.5,DirectDebit,1,21,0,0
20200117,1029.9744,42,5.5,Cash,1,21,1,1
20200119,797.16,84,11,CreditCard,7,21,1,0
20200120,637.56,84,5.5,CreditCard,1,21,0,0
20200121,721.56,29.4,5.5,Cash,0,21,1,1
20200123,822.36,4.2,5.5,Cash,7,21,1,0
20200123,544.6728,21,5.5,Cash,6,21,0,0
20200124,738.36,84,5.5,DirectDebit,1,21,1,0
20200124,839.16,126,14,Cash,6,21,1,0
20200126,818.16,53.76,4,Cash,0,21,0,0
20200127,1036.4256,53.76,5.5,Cash,0,21,0,0
20200127,503.16,4.2,8,CreditCard,0,21,0,0
20200128,544.6728,21,5.51,Cash,0,21,1,1
20200128,939.96,126,6.5,Cheque,1,21,0,0
20200128,1199.52,105,5.5,Cheque,1,21,1,0
20200129,812.5152,63,17,Cash,0,21,0,1
20200129,1247.5008,67.2,5.5,Cash,0,21,1,0
20200130,944.16,63,10,Cash,0,21,1,1
20200130,930.72,25.2,5.5,Cash,0,21,0,1
20200130,671.16,84,9,CreditCard,1,21,0,0
20200131,792.1116,126,6,CreditCard,0,21,0,0
20200131,538.3812,84,5.5,Cash,1,21,1,0
20200131,797.16,21,14,CreditCard,3,21,0,0
20200131,503.16,21.84,5.5,CreditCard,0,21,0,0
20200201,1117.3344,84,14,Cash,1,21,1,0
20200202,434.3052,42,8,CreditCard,1,21,0,0
20200202,839.16,4.2,6,DirectDebit,1,21,0,0
20200203,738.36,4.2,6,Cash,0,21,1,0
20200206,780.36,84,17,Cheque,1,21,0,0
20200207,1072.6296,4.2,6,Cheque,0,21,1,0
20200207,1334.8608,147,6.25,CreditCard,1,21,1,0
20200208,1249.92,25.2,7,DirectDebit,2,21,0,0
20200210,419.16,419.16,10,Cash,4,21,0,0
20200210,1257.48,76.44,6,Cash,0,21,0,0
20200211,1310.5848,25.2,6,Cash,0,21,0,1
20200211,431.76,84,8.5,CreditCard,1,21,0,0
20200211,590.1336,4.2,6.5,CreditCard,1,21,1,0
20200212,551.1576,25.2,6,DirectDebit,6,21,1,0
20200213,755.16,84,8.5,CreditCard,1,21,0,0
20200215,368.76,42,8.5,DirectDebit,1,21,0,0
20200220,1341.48,105,6,CreditCard,0,21,0,0
20200220,1130.6904,126,6,CreditCard,0,21,0,0
20200222,590.1336,4.2,6.5,DirectDebit,1,21,1,0
20200223,842.9988,42,6,Cash,1,21,0,1
20200224,978.3144,33.6,6.36,Cash,0,21,0,1
20200224,1022.0532,63,9,CreditCard,6,21,1,0
20200224,671.1516,4.2,6,DirectDebit,0,21,0,0
20200225,502.4292,84,27,Cash,0,21,0,1
20200225,1584.24,147,9,CreditCard,1,21,0,0
20200225,1225.7364,84,11,CreditCard,1,21,0,0
20200225,1048.32,84,10,DirectDebit,5,21,0,0
20200225,519.96,4.2,6,CreditCard,1,21,1,0
20200226,1183.0644,4.2,6.36,Cash,0,21,0,1
20200226,998.4492,63,6,CreditCard,0,21,1,0
20200228,906.36,42,6,Cash,0,21,1,1
20200228,361.4856,84,16,Cheque,0,21,1,0
20200228,797.16,42,8.5,Cash,0,21,0,0
20200302,906.36,16.8,15,Cheque,0,21,0,0
20200303,587.16,21,8.5,Cash,0,21,1,1
20200303,804.2496,84,12,Cash,1,21,1,0
20200306,419.16,210,4.25,DirectDebit,6,21,0,0
20200308,846.9804,42,6,Cash,3,21,1,1
20200309,738.36,33.6,6,Cash,1,21,0,1
20200309,469.56,21,5,Cash,0,21,1,0
20200310,755.16,84,4.25,DirectDebit,0,21,0,0
20200311,1334.8608,84,6,DirectDebit,0,21,1,0
20200312,519.96,25.2,6,Cash,0,21,1,1
20200312,839.16,42,20,Cheque,3,21,1,0
20200313,755.16,30.24,8.5,Cash,0,21,1,1
20200313,519.96,22.68,8.5,Cash,2,21,1,0
20200315,590.1336,21,6.5,Cash,6,21,1,0
20200315,1138.62,126,6,Cheque,3,21,1,0
20200316,1117.3344,42,6.25,Cash,1,21,1,1
20200318,1074.36,126,6,Cash,1,21,0,0
20200321,590.1336,21,6.5,Cash,0,21,1,1
20200321,1174.32,1174.32,9,Cash,0,21,0,0
20200323,1298.4804,57.96,6.5,Cheque,0,21,0,0
20200323,990.36,42,5.1,CreditCard,0,21,0,0
20200324,1094.0496,84,5,Cheque,0,21,0,0
20200324,1039.962,42,6,Cash,4,21,1,0
20200324,1007.16,42,8.5,Cheque,0,21,0,0
20200325,980.8596,168,6,CreditCard,1,21,1,0
20200326,579.2304,21,6,Cash,0,21,1,1
20200326,435.96,15.96,6,CreditCard,1,21,0,0
20200326,906.36,63,15,DirectDebit,4,21,1,0
20200326,797.16,42,4.25,Cash,2,21,1,0
20200329,1132.32,84,14,Cash,7,21,0,0
20200330,839.16,22.68,3,CreditCard,6,21,0,0
20200331,1007.16,16.8,6,Cash,1,21,0,1
20200331,1160.1408,57.12,6.25,Cash,7,21,1,0
20200402,1048.32,63,6,Cash,0,21,1,1
20200402,1265.334,42,6,Cash,0,21,1,1
20200402,1200.2592,147,6,CreditCard,0,21,1,0
20200402,755.16,84,6,Cash,6,21,1,0
20200405,1074.36,42,6,CreditCard,7,21,0,0
20200406,587.16,21,6,Cash,0,21,1,0
20200406,1133.16,84,9,DirectDebit,0,21,0,0
20200406,753.9084,84,6,CreditCard,2,21,1,0
20200406,1911,126,6,CreditCard,1,21,1,0
20200406,1257.48,147,6,Cash,3,21,1,0
20200407,1143.9036,126,6.5,Cheque,7,21,1,0
20200408,590.1336,21,6.5,CreditCard,1,21,0,0
20200408,394.5732,67.2,43,CreditCard,6,21,0,0
20200410,1074.36,67.2,14,Cheque,0,21,0,1
20200410,1173.48,105,15,CreditCard,5,21,1,0
20200411,906.36,84,12,Cheque,3,21,0,0
20200414,969.36,63,10.25,DirectDebit,0,21,0,0
20200414,964.32,126,10,DirectDebit,0,21,1,0
20200415,1007.16,4.2,6,Cash,0,21,0,1
20200415,1074.36,46.2,6,Cheque,1,21,0,0
20200416,1074.36,4.2,6,Cash,1,21,0,0
20200416,713.286,4.2,6,Cash,3,21,0,0
20200418,845.4516,33.6,6.05,Cash,6,21,1,0
20200420,839.16,33.6,6,Cheque,1,21,0,0
20200421,969.36,63,10.25,DirectDebit,0,21,1,0
20200421,879.396,126,14,Cheque,1,21,1,0
20200426,587.412,21,6,Cash,0,21,1,0
20200427,1090.2528,4.2,6.5,Cheque,1,21,0,0
20200427,839.16,34.44,6,Cash,1,21,0,0
20200429,1447.6896,84,9,CreditCard,0,21,0,0
20200429,519.96,4.2,6,CreditCard,4,21,1,0
20200430,1048.32,84,10,CreditCard,1,21,0,0
20200501,839.16,21,6,Cash,1,21,0,1
20200501,778.9152,21,6.36,Cash,0,21,1,1
20200502,1048.32,84,15,Cash,0,21,1,1
20200503,1056.72,126,14,Cheque,1,21,0,0
20200503,964.32,84,8.5,CreditCard,1,21,0,0
20200504,361.4856,29.4,24,Cash,0,21,1,1
20200504,1006.32,126,14,Cheque,0,21,0,0
20200505,464.3016,84,6,DirectDebit,0,21,0,0
20200505,839.16,63,10,DirectDebit,5,21,0,0
20200505,553.7616,25.2,6,Cheque,1,21,0,0
20200506,1181.88,75.6,6,Cash,0,21,0,1
20200506,1006.32,126,4,CreditCard,0,21,1,0
20200507,839.16,33.6,6,Cash,5,21,1,0
20200509,671.1516,63,6,Cash,4,21,1,0
20200510,1022.1792,84,20,Cash,0,21,0,0
20200511,1074.36,168,9,CreditCard,3,21,0,0
20200511,419.16,84,12,Cash,0,21,1,0
20200511,519.96,22.68,6,Cash,5,21,0,0
20200512,1117.3344,42,6,Cheque,1,21,1,1
20200512,964.32,84,20,Cash,0,21,0,1
20200512,1207.92,126,6,Cash,0,21,0,0
20200512,1283.52,63,6,Cash,3,21,1,0
20200513,1056.72,126,6,Cash,1,21,1,0
20200514,1067.5896,0.84,6,DirectDebit,1,21,1,1
20200514,1424.64,252,10.75,Cheque,0,21,1,0
20200515,839.16,39.48,6,DirectDebit,6,21,1,0
20200516,755.16,84,6,Cash,3,21,1,0
20200516,603.96,0.84,6,DirectDebit,1,21,0,0
20200516,990.36,42,15.25,Cash,1,21,1,0
20200518,738.36,42,8.5,Cash,0,21,0,1
20200519,1226.6856,126,6.36,CreditCard,0,21,0,0
20200519,519.96,22.68,6,Cash,5,21,0,0
20200521,1612.6656,252,14,Cheque,1,21,1,0
20200523,1256.2368,126,0.25,Cheque,3,21,1,1
20200523,603.96,25.2,6,CreditCard,3,21,0,0
20200523,1022.0532,63,14,Cash,6,21,1,0
20200524,1334.8608,21.84,6,DirectDebit,1,21,0,1
20200525,1128.0528,252,14,Cash,3,21,1,0
20200526,603.96,0.84,8.5,DirectDebit,5,21,0,0
20200527,1007.16,37.8,6,DirectDebit,0,21,0,0
20200528,587.16,21,8.5,CreditCard,1,21,0,0
20200528,780.36,84,12,DirectDebit,0,21,0,0
20200528,1027.0008,84,15,DirectDebit,6,21,1,0
20200528,1466.64,63.84,6,DirectDebit,1,21,0,0
20200529,755.16,84,8.5,CreditCard,0,21,1,0
20200529,948.36,84,14.5,Cheque,2,21,1,0
20200530,755.16,84,17,Cash,0,21,1,1
20200531,778.9152,0.84,6.34,DirectDebit,7,21,1,0
20200531,776.16,63,13.5,Cash,1,21,1,0
20200601,1225.7364,84,9.5,Cash,0,21,0,1
20200601,729.96,84,4,CreditCard,0,21,1,0
20200601,1514.898,252,4.5,CreditCard,0,21,0,0
20200601,776.16,63,5,CreditCard,0,21,0,0
20200605,738.36,63,6,CreditCard,4,21,1,0
20200607,755.16,84,11,Cheque,1,21,1,0
20200608,839.16,42,8.5,Cash,0,21,0,1
20200608,531.72,22.68,7,Cash,1,21,0,0
20200608,755.16,84,6,Cash,4,21,0,0
20200609,839.16,4.2,6,Cash,1,21,0,0
20200610,755.16,30.24,7,Cheque,2,21,1,1
20200610,590.1336,21,5.5,Cheque,0,21,0,0
20200610,839.16,21,6,Cheque,0,21,1,0
20200612,999.3228,84,5.5,CreditCard,1,21,1,0
20200613,1205.9208,252,6,CreditCard,0,21,0,0
20200614,776.16,63,6,Cheque,0,21,0,0
20200615,1056.72,126,6,Cheque,0,21,1,0
20200615,825.72,63,4,DirectDebit,0,21,0,0
20200617,656.6364,210,12,DirectDebit,8,21,1,0
20200618,419.16,42,6,Cash,0,21,0,0
20200619,839.16,126,9,DirectDebit,0,21,1,0
20200620,738.36,33.6,6,CreditCard,0,21,0,0
20200621,1053.36,4.2,6,DirectDebit,0,21,1,0
20200622,496.902,42,5.96,Cheque,0,21,1,1
20200622,1119.8628,42,5.98,DirectDebit,5,21,1,0
20200623,1186.92,126,6,Cheque,0,21,1,1
20200624,2106.72,8.4,6,Cheque,0,21,0,0
20200625,1095.4944,84,9.5,Cash,0,21,1,1
20200625,587.412,25.2,5.96,Cash,3,21,1,0
20200625,839.16,84,9.25,Cash,7,21,1,0
20200627,806.1312,84,11,Cheque,1,21,1,0
20200628,840.1932,63,7.5,CreditCard,3,21,0,0
20200629,887.4096,4.2,6,Cash,3,21,1,1
20200629,939.12,84,4,Cash,0,21,0,1
20200630,738.36,4.2,6,CreditCard,4,21,0,0
20200702,1035.72,210,9,DirectDebit,0,21,0,0
20200704,734.16,16.8,6,Cash,0,21,1,1
20200705,889.4172,126,7,Cash,0,21,1,0
20200705,1568.9856,252,14,Cheque,0,21,1,0
20200707,1152.48,126,4.75,Cash,0,21,0,0
20200708,1165.92,126,9,Cheque,0,21,1,0
20200709,1073.6544,16.8,6,Cheque,6,21,1,0
20200710,556.3572,16.8,6,Cheque,0,21,1,1
20200711,650.16,16.8,8.5,Cash,5,21,1,0
20200711,633.36,31.08,6,Cheque,1,21,1,0
20200713,650.16,54.6,8.5,Cash,3,21,1,0
20200713,734.16,126,15,Cheque,0,21,0,0
20200714,1032.36,42,6,Cheque,6,21,1,0
20200714,958.5492,479.64,9,DirectDebit,3,21,1,0
20200715,898.9344,16.8,6,Cheque,3,21,1,0
20200717,902.16,126,6,Cheque,7,21,1,0
20200719,902.16,21,6,Cheque,1,21,0,1
20200722,842.52,37.8,6,Cheque,1,21,0,1
20200722,976.5924,84,5.96,CreditCard,1,21,1,0
20200723,587.16,24.36,6,Cheque,1,21,1,1
20200723,1241.52,37.8,6,Cheque,1,21,0,1
20200723,976.5924,15.96,5.96,Cash,0,21,1,1
20200723,708.96,16.8,4,Cheque,1,21,1,0
20200724,956.2896,42.84,6,Cheque,1,21,1,1
20200724,943.32,63,6,Cash,0,21,1,0
20200724,1291.1808,42,6,Cash,0,21,0,0
20200726,1345.68,168,6,Cash,3,21,1,0
20200727,685.6164,16.8,5.96,Cheque,0,21,1,1
20200727,1073.6544,15.96,6,Cheque,1,21,0,1
20200727,1189.1124,142.8,9,CreditCard,0,21,1,0
20200727,734.16,21,6,DirectDebit,4,21,0,0
20200727,561.12,21,6,DirectDebit,0,21,1,0
20200728,2936.64,67.2,6,DirectDebit,0,21,1,1
20200728,839.16,126,9,Cheque,5,21,0,0
20200729,419.16,419.16,6,Cash,0,21,1,0
20200729,1177.9992,42.84,6,Cheque,3,21,1,0
20200729,763.56,16.8,6,Cash,0,21,1,0
20200729,839.16,126,9,DirectDebit,1,21,1,0
20200730,734.16,16.8,6,Cheque,0,21,1,1
20200730,734.16,63,10,CreditCard,0,21,0,0
20200731,2064.72,84,6,Cheque,0,21,0,0
20200731,734.16,63,10,CreditCard,0,21,0,0
20200801,943.32,126,10,DirectDebit,1,21,1,0
20200801,469.56,16.8,7,CreditCard,7,21,1,0
20200801,1121.1648,126,6.95,Cash,0,21,0,0
20200802,633.36,4.2,7,DirectDebit,6,21,1,0
20200802,1073.6544,126,7,Cheque,4,21,1,0
20200803,209.16,209.16,0,Cash,6,21,0,0
20200803,1291.1808,84,7,DirectDebit,6,21,1,0
20200804,1203.006,42,6.95,Cheque,0,21,0,1
20200804,734.16,42,7,Cash,1,21,1,0
20200805,232.2684,16.8,0,DirectDebit,5,21,1,0
20200805,590.1336,21,6.95,DirectDebit,4,21,0,0
20200806,944.16,16.8,9.5,Cheque,1,21,1,0
20200806,840,126,5,DirectDebit,6,21,1,0
20200806,1111.32,92.4,7,Cheque,2,21,0,0
20200807,1121.1648,126,6.95,Cheque,2,21,1,0
20200808,902.16,15.96,7,Cheque,0,21,1,1
20200810,1021.146,36.96,6.95,Cheque,0,21,0,1
20200810,770.28,25.2,7,Cheque,4,21,0,0
20200810,734.16,126,7,CreditCard,5,21,0,0
20200811,296.4696,16.8,24,Cash,0,21,1,0
20200811,435.96,21,7,DirectDebit,1,21,0,0
20200812,944.16,84,9.5,DirectDebit,4,21,0,0
20200812,633.36,21,26,DirectDebit,5,21,1,0
20200816,651.0252,36.96,21,Cheque,0,21,1,0
20200817,551.1576,33.6,7,Cash,5,21,1,0
20200817,734.16,84,8,Cheque,0,21,0,0
20200817,783.72,84,7,CreditCard,1,21,1,0
20200818,1032.36,21,7,Cheque,0,21,1,1
20200818,794.1024,15.96,7,DirectDebit,6,21,1,0
20200818,902.16,126,7,DirectDebit,0,21,1,0
20200818,633.36,16.8,7,Cheque,3,21,1,0
20200818,1035.72,210,7,Cheque,0,21,1,0
20200818,1073.6544,16.8,7,Cheque,1,21,1,0
20200819,781.8804,126,17,Cash,8,21,1,0
20200820,976.5924,21,6.95,Cash,0,21,1,1
20200822,734.16,16.8,7,DirectDebit,0,21,1,1
20200822,519.96,21,7,Cheque,5,21,1,0
20200823,864.36,16.8,7,Cheque,1,21,0,0
20200823,976.5924,15.96,6.95,Cash,3,21,1,0
20200824,1073.6544,42,7,Cheque,0,21,0,0
20200824,734.16,4.2,15,DirectDebit,0,21,1,0
20200824,358.6212,84,18.5,CreditCard,1,21,0,0
20200825,943.32,42,7,CreditCard,1,21,0,0
20200826,633.36,16.8,7,Cheque,3,21,0,0
20200826,470.8704,470.8704,7,Cheque,6,21,1,0
20200826,633.36,21,7,DirectDebit,4,21,1,0
20200826,1152.48,58.8,7,Cheque,0,21,0,0
20200827,1153.32,252,4.75,DirectDebit,6,21,0,0
20200827,1073.6544,67.2,7,DirectDebit,1,21,0,0
20200827,943.32,231,10,DirectDebit,5,21,0,0
20200828,943.32,50.4,7,Cheque,0,21,1,1
20200829,839.16,15.96,5,Cheque,1,21,1,0
20200829,734.16,84,12,DirectDebit,3,21,0,0
20200829,1864.8672,147,23,Cheque,0,21,1,0
20200830,590.1336,21,6.95,Cheque,1,21,1,1
20200831,469.7532,16.8,6.96,Cheque,0,21,0,0
20200831,1165.92,126,9,DirectDebit,0,21,0,0
20200831,902.16,42,7,Cheque,2,21,1,0
20200831,419.16,419.16,7,Cash,3,21,1,0
20200901,1063.44,42,9,Cheque,3,21,0,1
20200901,1032.36,0.84,8,Cheque,0,21,0,1
20200901,587.16,21,31,Cheque,2,21,1,0
20200902,862.9236,63,23,Cheque,0,21,0,0
20200903,1090.2528,21,7.95,Cheque,1,21,1,1
20200904,1211.5824,126,20,Cheque,0,21,1,0
20200905,1065.0696,0.84,8,Cheque,1,21,0,0
20200907,839.16,21,8,Cheque,3,21,1,0
20200907,848.9796,84,25,Cheque,6,21,1,0
20200908,846.9804,84,20,CreditCard,1,21,1,0
20200908,1220.0748,84,11.5,Cheque,2,21,0,0
20200909,839.16,8.4,8,DirectDebit,0,21,1,1
20200910,1074.36,42.84,8,Cheque,4,21,1,0
20200910,590.1336,0.84,7.95,CreditCard,4,21,0,0
20200911,1207.92,126,14,Cheque,1,21,0,0
20200912,944.16,63,18,CreditCard,6,21,0,0
20200912,1283.52,42,8,DirectDebit,0,21,0,0
20200913,1085.2212,0.84,7.95,Cheque,3,21,1,0
20200914,839.16,0.84,8,CreditCard,1,21,1,1
20200914,519.96,0.84,10.5,Cheque,0,21,0,0
20200914,797.16,84,8,CreditCard,3,21,1,0
20200915,499.2036,249.606,7.95,Cash,7,21,1,0
20200915,738.36,31.92,8,Cheque,6,21,1,0
20200915,1048.32,50.4,8,Cheque,1,21,1,0
20200916,1611.12,42,8,Cheque,0,21,0,1
20200916,553.7616,42.84,8,Cheque,0,21,1,1
20200917,900.0012,21.84,7.96,Cheque,0,21,1,1
20200917,519.96,24.36,8,Cheque,0,21,0,0
20200917,797.16,42,8,CreditCard,2,21,0,0
20200917,923.16,126,8,DirectDebit,1,21,1,0
